reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,app_name,cat1,inex1
gp:AOqpTOEjAHlgbJ_qkvrtvn3GfJCONGCP4441PuVQLT9istdZeRIVaYfAvLwF_njNdvmZx-qJaBNr982edy1kmA,xxmoomooxx,https://play-lh.googleusercontent.com/a-/AOh14GgTNRCNlW5LRDUhxBxmt3LD1v_xzUTBLa_T_jkdTQ,Worst app ever Zero privacy .....,1,0,,2020-07-24 18:46:11,,,tiktok,privacy,internal
gp:AOqpTOHscoe4GDv38m1vIri536c2Ey8YTkN2zd3ciTRN1GH0KW0gwpTqkLz6lgRI_yoA_R6ko1J3djV7z02RXQ,Rebecca Tanner,https://play-lh.googleusercontent.com/a-/AOh14GiwqPRWoFuXRWCgwxQjB-RpyTJQu1Yu46TLMMI0,Still dont like the privacy issues. Needs to be more secure for our kids,4,0,18.3.6,2021-02-28 13:35:51,,,tiktok,privacy,internal
gp:AOqpTOFpqyT28Te9TbZEC5cpvTIVcVfJZdLKcWxJfAvqVfDW5-jkJAAsWk4pGbzMRPXbXRdW4Oy55AoXAs6-oA,rafiullah khan,https://play-lh.googleusercontent.com/-g9eImpIJT4A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmNvMvHyK_shbftI4daHQRu8Ff3fg/photo.jpg,I work my account,1,0,17.9.5,2020-12-09 11:25:11,,,tiktok,Other,
gp:AOqpTOEtgXH8WD_c-qgaFW44GQ7aH1Mw-xi3wTr-d2bSdmch0XH3j38rZnz_Dvo2uiPMp8XS4m9s6xxkeEtYww,Charity Sapp,https://play-lh.googleusercontent.com/a-/AOh14Ghe_YLFH7tn9M-GahlVVSBa71nVDKzq0MdzJsFWNQ,I love this app. Helps pass time when I have nothing else to do. I can get lost in it for a bit of time. Sometimes gotta make myself get off the app 😂,5,0,,2020-11-08 22:29:08,,,tiktok,Addiction (internal),internal
gp:AOqpTOG7fHhkOhOtFe_KgVrN4OH9il-S3X6GNBy9zW-VT4MRB6SrTfkcVdyl9UVcxj1Vr_T3llX9hPXMt5Tfbw,Luswan Manandhar,https://play-lh.googleusercontent.com/a-/AOh14GgmQtfPKzvT11TYczthZgmdbOFUmee5JBZLU4JFbQ,"This app is amazing. I am really addicted to this app. But the problem I can't go live! Not only live but I can't direct message anyone. It would be more nice if we can go live and direct message anyone. Also, there are many things to be updated too. And I really hope all the problems will be solved as soon as possible and all the updates will be done. Tiktok team, I request you to solve these problems and update all the required things as soon as possible. Thank You🙏❤",4,0,,2020-12-11 8:02:36,,,tiktok,Addiction (internal),internal
gp:AOqpTOH3ZcZ5svc5gyNm3U_Xu0pTfgaKdNbY3ooZRUfEpDLzeyfAnw-Nc8L_UZYiXJRfM6Gx_Zq20me5Qhe0YA,Megan Testro,https://play-lh.googleusercontent.com/-rl7er1M433c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckL5zmyBAmfotyS7MToLNyssfVhrg/photo.jpg,Good and adictave but it needs more privacy to the pepple who downlode the app because it's there private info,3,0,18.8.3,2021-03-19 11:52:22,,,tiktok,privacy,internal
gp:AOqpTOEaWN1lHNaz9ZYQBb-aoJ1Nt_BslSnDXFIRNsYpFHe7BvaeuoUwdBUBfu_UVw_A8eSuJ59O2u_P9Vvjfw,Empyreusal,https://play-lh.googleusercontent.com/a-/AOh14Ggu6PVrTRI_TxZxDoeMk71DxUC2nQymA7_3euwJmA,"Terrible, it invades your privacy as badly as instagram and facebook. And that's all I must say therefore it gives me nightmares",1,1,,2020-10-08 13:51:06,,,tiktok,privacy,internal
gp:AOqpTOEtC96oEkjr0CwLeqW33iJs_hl58OGpNsu8ZJSDmB678rvrP7vSEQBdDWCvrodxOP_tSUmsr5kD88wQuQ,AWorld OfJOYRadio,https://play-lh.googleusercontent.com/-X2e9H38P6ek/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnlPizbCt4L3KFcQFfhAb_jGlpXXQ/photo.jpg,If you're a black creator this app discriminates against you. They allow white supremacists to post hate content but block black creators and their content. If this has happened to you file a lawsuit for discrimination.,1,0,,2020-10-12 4:01:10,,,tiktok,discrimination (can be internal or external),internal
gp:AOqpTOEJORXXQLPZyNkbdM8fHZcSUAgkApOuvI_trM5mf7SS_TZJ1Vya_-YS71WL7y8eN926TF9yqJsujrzPiw,Niraj Bharati,https://play-lh.googleusercontent.com/a-/AOh14GhfgeaFIYmmQhy-rNO-Tifk5sTTi5uqOUjI-Lb5nQ,Not goood app. no social awareness. Gender discrimination,5,0,16.6.4,2020-07-25 5:13:07,,,tiktok,discrimination (can be internal or external),internal
gp:AOqpTOG5bUFnYrFwk07bP-7-0clrJe5ukn_zwLtZS1Js3D_k9vAOjXSGfxq12a72xmXooc2WE3BxOQCOLSUUjg,River A Wolf,https://play-lh.googleusercontent.com/a-/AOh14GhgR0KdbwzASozrqsoHTxa7tvS0_PrQgUC7kR_oPw,"Racist and discriminating. They only cares about money and not its content creators. They have been proven to suppress black lives matter, disabled, poor and anyone that's not conventionally attractive. They need to fix it.",1,0,17.6.41,2020-10-19 15:34:58,,,tiktok,discrimination (can be internal or external),internal
gp:AOqpTOG7LeI42ltT8UGj3flr84hGY0ys5yKLXZeDoT99dxKvjeURWt8KZLUyV0Wk9Ybr0ePATD4QS7DdcRvQ2A,Vivaan Singh,https://play-lh.googleusercontent.com/-lXTREWQ0k_8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnF-feOpKZ9OXRtz9YOgNfzpTyO5g/photo.jpg,"Worst app ever. Our privacy is in danger. Plz Don't install it & whoever already installed, please uninstall this app.",1,0,15.9.6,2020-08-01 13:58:44,,,tiktok,privacy,internal
gp:AOqpTOGmQ4lz3UElGLXAmhyVanXphSsaDtCW5tMQ132WBxEGGQEFUXdMBPHglTnJfbd9G_N1O5B3PzHLg3EGQQ,Eve Lord,https://play-lh.googleusercontent.com/a-/AOh14GjNwcDtcGii9LeWmg62W4-PigtgjZ2KodYcF-FhoQ,uninstalled as it Reads/Steals your contacts i the b.g plus access to privacy thats less agressive than Facebook.,2,0,,2020-09-11 6:53:51,,,tiktok,privacy,internal
gp:AOqpTOEpsGCn6YBjlGpT17GBSfRrjBH6f4Pn1BUMLclV-EkZ60TVB1zHtfrx8HYJpDxVWen9Pc6Tu6ozO5s0Cw,Piyush Kumar,https://play-lh.googleusercontent.com/a-/AOh14GhXObFRz_gqMed38ruNZBykcrRdmabFEW3gHatcjLA,Worst app. Data leak. No privacy.,1,0,,2020-07-21 20:05:50,,,tiktok,privacy,internal
gp:AOqpTOEMBBctj3vKPQC8XoZZS3U0dhZ2iPltFeG-kKcFAY-SVMOAhGI_b7euJdtRhw6WTEk0Q1GpN5sYeaBXXg,Ashley Lowery,https://play-lh.googleusercontent.com/-eYlbs9pHqlI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl2dFyuqe7Pm6x9HN8MtetTt5BvZg/photo.jpg,So addicted,5,0,17.3.4,2020-09-01 6:05:26,,,tiktok,Addiction (internal),internal
gp:AOqpTOEZH9hyBZsCmcbdicpTxHV1Ch7PlLK01Z_sleFzsq7x3YXo38OlzaYtI4I0H9a2YyDI_PZgoRteTXUvYA,Avery Harris,https://play-lh.googleusercontent.com/a-/AOh14GhdeBZSHDXOdfw_9cRJKqOoUmSSxY68HjUd8aJESA,It is fun and I watch tik tok everyday I am addicted to watching and making my on videos,5,0,18.1.3,2020-12-16 20:48:34,,,tiktok,Addiction (internal),internal
gp:AOqpTOFEvzg5tcFYVFKD_-UbNuXKBbu2ZKaSgOYAUoqqveyZcOcvErcyiCtnKsFxvany1Mi-Ls2C7-10adgCwQ,Monkay,https://play-lh.googleusercontent.com/a-/AOh14GhV6WJnfQrz2q7W6zYwIczdrp_7TPMPHL2mYYe8tv0,This app violates too many privacy laws.,1,0,16.0.42,2020-07-29 18:32:26,,,tiktok,privacy,internal
gp:AOqpTOHrxxm5msm9B8l3baWDizZickn17SsEu5KLZx306FFc4QLJv1EIYbVvsi_kHtYpVwtzmCpnVgH6KJaNFA,amit gidde,https://play-lh.googleusercontent.com/a-/AOh14GgW8Zen8ESwHX0yRcNHwyIzvuxsyHp9IFdSHwNmTw,Bad app....no privacy....,1,1,,2020-07-20 22:34:31,,,tiktok,privacy,internal
gp:AOqpTOHrIn94xoseT1dTjivy_8hmZE15WiV7uo58CIjErxSUEy1wEb0D_uvX6-onQAivM6rfcOzJii59M7f-ag,Lonny L. Howe,https://play-lh.googleusercontent.com/a-/AOh14GhlwVRD95oVmxlgw7HgsYRDvA7qJxEI1QNk2BHP8A,"Loved it even though it abuses my privacy rights lol oh yeah the app as far as im concerned is the best entertainment available and you meet some awsome personalitys lolol Lonny L. Howe Regina, Saskatchewan Canada",5,0,18.7.41,2021-03-20 3:15:33,,,tiktok,privacy,internal
gp:AOqpTOFpbOT9xKd1217mIQzAqQbKbR8AuW-hXyAcfaTbeDWZFn4gdJVTdsJIHPtw300Dev_jOiIVXpmMYmcE5Q,Ariba Maroof,https://play-lh.googleusercontent.com/-RZg4d0ceFY4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckQRa3wqev0txjwXK1ZcgE65EOjkw/photo.jpg,Good app but in this app some people spread fake news its not good,5,0,17.6.3,2020-09-22 15:31:54,,,tiktok,spreading false information (internal),internal
gp:AOqpTOFmbLP2-0nawPLDpk9nVbWEVPBhGewGxJ6xghz5gfjLqx-p6HKVm6VzfCUt7CqPYnlsW-vbGbMfXMG_jg,LA COOKIE ENAMORADA,https://play-lh.googleusercontent.com/a-/AOh14GgEGCpwTeaniCzwYLfv5p31DqzPwLGxlRSk6Zqk,Tried to recharge for coins was approved and still can't do it and also some people are verified and don't even meet the tiktok rules very upset,2,0,17.5.5,2020-09-14 2:19:33,,,tiktok,discrimination (can be internal or external),internal
gp:AOqpTOGEu0fQIo8w8pNySqaASjkTZPADrCRcdmOjTDomJPT3sR5xLSq0YraOhaQULHp9oF8G-Y0BEXKSwaie9Q,jack Ken,https://play-lh.googleusercontent.com/-uk1TqMWFD-Y/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck42yCcZR0nSi0jxAcDxCPO-KmcMA/photo.jpg,Infested with fake news.fake accounts clickbait accounts and lies.avoid.,1,0,5.8.2,2020-07-15 21:43:58,,,tiktok,spreading false information (internal),internal
gp:AOqpTOEhYdzahndA9ayENE9pLLClvopym-BtsC76WtRxFPB8sow9uW2llNpT8OAwd53aaHzFvpCBt7eaA6Chqw,Joe Hamilton,https://play-lh.googleusercontent.com/a-/AOh14GgcGt7256p-vxtxshqBhpwsLbmQQZEvQHPsTaYD,"Great fun , but censorship is total BS. Let tiktok'ers post & let the audience decide to watch or scroll. Trump train gets short end the stick, as for liberal socialist fly free with all the fake news!!! Censorship is Tyranny , only a matter of time before enough is enough , you poke a dawg continuously , eventually he stand up a Wolf & gonna Poke Back!!",3,0,18.3.6,2021-01-18 22:45:16,,,tiktok,censorship (internal),internal
gp:AOqpTOExRh2FFM06m_JGiv0LzgYKJheIcl4vTDNPuCXlw47ZM_9QoeL7fYzN8VhRqsLH9RKAx9jvYmm9AAV9Rw,• yumipeach •,https://play-lh.googleusercontent.com/a-/AOh14Gi9LrvduODuYjqfKKaccF_p60LkIEAMK3qvr_x6Rg,"Its not fun. I see a lot of people having other features then other people ect: filters... the community is rude too. Everyone spreads fake news, or is trying to scare people. I've seen a lot of people using the ""Text-to-Speech"" feature, which i think is cool but, why can we have it too in Europe? I'm taking a break from tik tok for now. I hope when I come back it will be available for Europe.",1,1,16.6.4,2020-12-19 12:56:43,,,tiktok,spreading false information (internal),internal
gp:AOqpTOEk638QNKrnqgD-NS_4yJExm2C13Jqicvt_JuweFN_84thjnb_QatnxKXCH0heEWZZ7hqUaXeYIo7L81Q,Kot Pro,https://play-lh.googleusercontent.com/-VLptFYp6AYY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmPB4XyD01jZ4qCp9pzHXMEHpqfvQ/photo.jpg,Too much dumb people on this platform like dumb 8yr olds or other people who tell fake stories and fake news just for views,2,0,18.3.6,2021-01-19 16:42:11,,,tiktok,spreading false information (internal),internal
gp:AOqpTOHyKBN6xdU_bROsK3D-7z3t6RxWE_JOm-3R_RX3qsQBNbFpWGMod0OGsJoWW7kwGvCrI37-9zeOJ05BPA,Javed Hussain,https://play-lh.googleusercontent.com/-oOQR-cfCBfY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmVkXtgP-2AocUWNVR_f5JIE1FGeg/photo.jpg,Utterly addictive best app there is,5,0,17.4.3,2020-08-28 12:51:48,,,tiktok,Addiction (internal),internal
gp:AOqpTOH-e01s15y_JWvpw_zOLnHtv8NuvMFyFYUwRewwHNpD8qOPIeyrPE37IinhpzksRicbAleA7geCUFK-aw,Nathan Earles,https://play-lh.googleusercontent.com/-1xaeF89lI7E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclD2hGQazoxVjxVw9YXeXbUWe8OUQ/photo.jpg,"Consistently bad experience with this app due to very toxic comments from users, ads for scam products, and lots of misinformation. Tiktok needs to clean up conduct on this app big time. Even worse is my following feed is full of unfollowed accounts and when I report issues to tiktok they do nothing.",1,63,17.7.5,2020-10-09 15:09:47,,,tiktok,Cyberbullying/toxicity (internal),internal
gp:AOqpTOEINebV9dP-qDdu9z1-eUV-quNak4pmLiTy3aUkIzdx5Iil1ZgL-Hq8S9Nsi8zMyI_iWLfJEwXMt8UEWw,Grant Henry Fairbridge,https://play-lh.googleusercontent.com/a-/AOh14GicQ-GY03ys0tLTRLdN8ytwT8gHEXVPt7C0IZS5,Only thing i hate about tiktok is how addictive it is 🤪🤪🤪 #dontsaveme,5,0,17.3.4,2020-08-18 16:55:57,,,tiktok,Addiction (internal),internal
gp:AOqpTOFVv7imcPeC_xmZ6vRtHESngHsw8vuE4YzApSO39RzEvm4oDuJTHWOLkoPKO3XLvNcXn3FriGquNEKihg,arisha Khan,https://play-lh.googleusercontent.com/-CmWXaSREb8Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckV2nx0UPH7hp2GsY7gwYvsMIjHsg/photo.jpg,It was not opening leave don't make fool to the people who are downloading the Tik Tok what is not opening that is a fake news that it is started again but this is fake please don't download for read down the downloade so please make sure that read then you will downloaded otherwise don't download app without reading the replies in the down so please don't downloaded it is not opening I have download hi time and I have deleted so please do not downloaded don't download your net will be go usele,1,0,16.6.43,2020-07-24 18:05:08,,,tiktok,spreading false information (internal),internal
gp:AOqpTOG_5Wcky8_tv_Qp8m_JOlUpnQP40ItxodRf6R5hXCuKpTuLhVOSxUAkV8353yX2-OntntD7-70T0KiBfg,ALMAS Butt,https://play-lh.googleusercontent.com/-XamZ34Hdx7g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckIT9VzegpDojViHsJDi2k6M_WZUQ/photo.jpg,"No views ,no likes ....by this app people spread fake news and show immoral attitude",1,0,,2021-01-29 15:22:26,,,tiktok,spreading false information (internal),internal
gp:AOqpTOGUGoWx1bLJ7HfEtgYzdnkPJZqhFEa6-CDTeO8W40ad6VIqIzrHMmxOvIs8W5erKCEYNp1PQoj7AARUzA,Bobby Smith,https://play-lh.googleusercontent.com/a-/AOh14GgnfX6fYomseGc_MI3wzpfwbzsiLkz4yQeZka64iQ,It just sucks its all political and fake news,1,0,17.2.4,2020-08-26 5:29:52,,,tiktok,spreading false information (internal),internal
gp:AOqpTOENEJjSuOD7j8MBGZnuqvrnscypX9T1g0p0krsv3vu_WfeY0sGG5gGH5KpleN7Z8NEfpHTbS5qCJnR_eA,Humayara Rahman,https://play-lh.googleusercontent.com/a-/AOh14GgnhL2qNuHdlJH77LUxJM4pWbq-2QaoC5lZYwWA0g,"Do not download, filled with child pornographic like content and pedophile heaven and fake news including hate speech. Very disturbing that they allow this. This app should be illegal. Very inappropriate. Uninstalled!",1,0,,2020-11-12 12:31:57,,,tiktok,inappropriate content (internal),internal
gp:AOqpTOEH1gxPhBjSzIwqYkJIrM8c-iwzS-JrfXi6bf1FeEPtv9gnZFYQY2mUjeaChV1rAUldSnyqgTZGBuDaNQ,Sinunome YT,https://play-lh.googleusercontent.com/a-/AOh14Ghmt8cr59nb4zkO0Q1I6x_63nYNxwCz6PWL3cbt-Q,"Time consuming, full of fake news and social arguments. This app was cool during lockdown but now... ☹",2,0,18.6.6,2021-03-16 0:54:55,,,tiktok,spreading false information (internal),internal
gp:AOqpTOHEiuLlyjlItPMBGa4U9mRV4_AKYWlCgjAb9aozKlBlpY0ZyxLoUyBZUML35GG8LzW6v7t3qezifTYHOA,C Scalf,https://play-lh.googleusercontent.com/a-/AOh14GjP3d5hUVhiedDdjX430ErLyONy0KVoXzSiqUiFC34,"I'm so glad that I can find out information about what's going on in our government without having to watch CNN, CBS, ABC and all of the other fake news!",5,0,18.2.41,2021-01-09 5:11:44,,,tiktok,Other,
gp:AOqpTOGAk8wEJpmK-EKqchw_UDmoSxhSiBC2Q76so6o8PdNl6Du61AIy_zzTtkwxEb5bGcPRWeyQbX7QdtXuuQ,aaiden Montano,https://play-lh.googleusercontent.com/a-/AOh14GgCTIfF5Yc6NT1HGZ3a7YD-jxELZtWp6Td9QBpF,I'm addicted,5,0,17.2.4,2020-08-13 16:07:17,,,tiktok,Addiction (internal),internal
gp:AOqpTOHKBqCRwM0G8kd3_CwnE918sUscVXpoeXha6ClzsG0p_ycMc55ZGDozHM-IqJuvPTyrPKltThzpk3tchQ,UCUTEBRO,https://play-lh.googleusercontent.com/a-/AOh14GgL25FKEWvXaqrQHmHCs7D7PChMWiIY-jFjYgk2,"My life, my soul, my mind and control. Tiktok, i love you ..... I DESPISE TRUMP",5,1,17.6.3,2020-09-20 7:15:16,,,tiktok,Addiction (internal),internal
gp:AOqpTOHbyMu2TUUpSmBWwGbg4WPjQjrlbEVdlJ4TbDFW3noAd-BiwHwOpa36WhuFcG07T32uS3FhBtwJ_W5GhQ,Alma,https://play-lh.googleusercontent.com/-d4kIfXJ50L0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck4_lecSiSAHmPIo6oMlfuNq4_Wsw/photo.jpg,"This app is very racist and silences voices of people who talk about racism sexism anti semitism lgbtq and more, but let's people upload disgusting videos of pedophilia, bullying, misinformation hate speech, gore and more.",1,1,18.4.41,2021-02-03 7:41:14,,,tiktok,discrimination (can be internal or external),internal
gp:AOqpTOFhobgxm2k9HIeWe4LDUo0EVsxbnxmrat9VwEcvC5E9HN4p3sK9aXeshyUUyFpqjnlyMQJzE-EP5s7CYQ,Evanmarie Gimenez,https://play-lh.googleusercontent.com/-A1e3WcXaC-c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclMTwLCbkAoSf1yymtRTosSU9XsBQ/photo.jpg,App does not monitor misinformation or hate speech videos.,1,0,17.9.5,2020-11-21 1:55:49,,,tiktok,inappropriate content (internal),internal
gp:AOqpTOG9M0lzdA24Hb_ym7MZBfMoLj2PyVd-K4gD9wdNgwcAP_KcK73hhPLsNPqi7NQCy-N1VONtzSW4pqAdmg,Walter Osborne,https://play-lh.googleusercontent.com/-ljDxpn_P0BQ/AAAAAAAAAAI/AAAAAAAAzCk/AMZuuck1HF3DXgKm1mDKcha7kvs0b1IhBg/photo.jpg,"App is a decent time waster, but the platform gives a huge voice to conspiracy theories and misinformation.",3,1,17.8.4,2020-11-04 23:11:27,,,tiktok,spreading false information (internal),internal
gp:AOqpTOF5LvJs_mdkT7ecSoHITPbl2QbKLA5E1fw-TmUYboilypebE8G2zmnmqKRrVVmNkuKEkPVkJXwAfK8IWA,Emma B,https://play-lh.googleusercontent.com/a-/AOh14GhJRUbUtyMlF-or9kyWeKJZZa7iZwIuLBEJPNkUPw,I'm addicted I think 😂,5,0,16.6.52,2020-08-01 4:53:40,,,tiktok,Addiction (internal),internal
gp:AOqpTOG4pYQJ4ij5MGYwelFLmT4sBvrx2r97-qe_xj6l8EVE_cwRE8mqE2SDbRy3p_UgcXmfzKAWGoip0hIdKw,Riley Zheng,https://play-lh.googleusercontent.com/-fFWRN5hF6FM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucncJ0lSdylm6nuaRC0Q13KyzvVv-g/photo.jpg,CCP(owns 50% of tiktok) can view and block Hong protesters and Uyghur concentration camps content.,1,0,,2020-12-05 21:23:08,,,tiktok,censorship (internal),internal
gp:AOqpTOGrBJMGWbWDonX8VIF9dSJr2Zg6ePvNlxp7yxDI2gffjJogw9ASKzIwzDqC-17HAkf2B8xnFXi_hqANrw,RAP STUDIO,https://play-lh.googleusercontent.com/-PWzObhldyvY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmgulCiynEZQTYlbN46rh6ZIZs-Mg/photo.jpg,Pakistan Zindabad,1,0,17.5.42,2020-09-15 18:43:17,,,tiktok,Other,
gp:AOqpTOGrrXMGkUX8deyS2OWjd3h9_D43CWpHlgUiFi_bydJwKHsAD-57B2UNDU4nh47o96R61pdIMf2_Bt4N3Q,Wandering Redhead,https://play-lh.googleusercontent.com/a-/AOh14GjwzfPUbtJ4xTujMK5niPSZFzsjZW3rhrehLGU5hgQ,Horrible customer service and they don't follow their own community guidelines. They allow dangerous medical misinformation and animal mistreatment to flourish.,1,0,18.4.41,2021-01-31 20:41:49,,,tiktok,spreading false information (internal),internal
gp:AOqpTOEGCJie37BGfljEPnKvTFwnDp_2TOx_Clk_43S2V_16Co8LfuPx4Sr64TKFZfwi5XyiZFrRZnfIxK8Mhg,Buhle Jantjies,https://play-lh.googleusercontent.com/-RDoSGiI2nCo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckRbP80zk6f1xNQMxDhwecz2NjiwQ/photo.jpg,I love this app. Get ot you will be addicted😁👍,5,0,17.6.3,2020-09-25 22:21:49,,,tiktok,Addiction (internal),internal
